"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","response"
"[{""page_index"":0,""viewing_time"":10957}]","10958","instructions","0","10959","0.0-0.0",""
"","4984","html-slider-response","1","16199","0.0-1.0","0"
"[{""page_index"":0,""viewing_time"":9081}]","9081","instructions","2","25533","0.0-2.0",""
"[{""page_index"":0,""viewing_time"":15074}]","15074","instructions","3","40861","0.0-3.0",""
"","3229","html-slider-response","4","44345","0.0-4.0","0"
"[{""page_index"":0,""viewing_time"":6141}]","6141","instructions","5","50741","0.0-5.0",""
"","5501","html-slider-response","6","56496","0.0-6.0","0"
"[{""page_index"":0,""viewing_time"":7109}]","7109","instructions","7","63860","0.0-7.0",""
"","3162","html-slider-response","8","67276","0.0-8.0","100"
"[{""page_index"":0,""viewing_time"":6714}]","6714","instructions","9","74244","0.0-9.0",""
"","3728","html-slider-response","10","78228","0.0-10.0","0"
"[{""page_index"":0,""viewing_time"":25537}]","25537","instructions","11","104020","0.0-11.0",""
"","2781","html-slider-response","12","107055","0.0-12.0","0"
"[{""page_index"":0,""viewing_time"":1924}]","1925","instructions","13","109235","0.0-13.0",""
"","2946","html-slider-response","14","112435","0.0-14.0","100"
"[{""page_index"":0,""viewing_time"":3865}]","3865","instructions","15","116554","0.0-15.0",""
"[{""page_index"":0,""viewing_time"":38408}]","38408","instructions","16","155217","0.0-16.0",""
"","4145","html-slider-response","17","159617","0.0-17.0","100"
"[{""page_index"":0,""viewing_time"":6602}]","6602","instructions","18","166473","0.0-18.0",""
"","3008","html-slider-response","19","169737","0.0-19.0","0"
"[{""page_index"":0,""viewing_time"":6306}]","6306","instructions","20","176296","0.0-20.0",""
"","7400","html-slider-response","21","183953","0.0-21.0","0"
"[{""page_index"":0,""viewing_time"":7017}]","7017","instructions","22","191224","0.0-22.0",""
"","3529","html-slider-response","23","195008","0.0-23.0","0"
"[{""page_index"":0,""viewing_time"":10785}]","10785","instructions","24","206048","0.0-24.0",""
"","2913","html-slider-response","25","209216","0.0-25.0","0"
"[{""page_index"":0,""viewing_time"":4548}]","4548","instructions","26","214015","0.0-26.0",""
"","2693","html-slider-response","27","216964","0.0-27.0","0"
"[{""page_index"":0,""viewing_time"":5644}]","5644","instructions","28","222863","0.0-28.0",""
"","2613","html-slider-response","29","225731","0.0-29.0","0"
"[{""page_index"":0,""viewing_time"":6229}]","6229","instructions","30","232215","0.0-30.0",""
"","6097","html-slider-response","31","238567","0.0-31.0","100"
"[{""page_index"":0,""viewing_time"":1962}]","1962","instructions","32","240783","0.0-32.0",""
"[{""page_index"":0,""viewing_time"":16584}]","16584","instructions","33","257622","0.0-33.0",""
"","8141","html-slider-response","34","266018","0.0-34.0","0"
"[{""page_index"":0,""viewing_time"":18196}]","18196","instructions","35","284469","0.0-35.0",""
"","4510","html-slider-response","36","289233","0.0-36.0","0"
"[{""page_index"":0,""viewing_time"":21428}]","21428","instructions","37","310917","0.0-37.0",""
"","3497","html-slider-response","38","314669","0.0-38.0","100"
"[{""page_index"":0,""viewing_time"":8882}]","8882","instructions","39","323804","0.0-39.0",""
"","12384","html-slider-response","40","336444","0.0-40.0","100"
"[{""page_index"":0,""viewing_time"":5098}]","5098","instructions","41","341796","0.0-41.0",""
"","3073","html-slider-response","42","345124","0.0-42.0","100"
"[{""page_index"":0,""viewing_time"":1280}]","1281","instructions","43","346660","0.0-43.0",""
"","6976","html-slider-response","44","353887","0.0-44.0","100"
"[{""page_index"":0,""viewing_time"":968}]","968","instructions","45","355107","0.0-45.0",""
"","5653","html-slider-response","46","361015","0.0-46.0","0"
"[{""page_index"":0,""viewing_time"":2373}]","2373","instructions","47","363643","0.0-47.0",""
"","2830","html-slider-response","48","366727","0.0-48.0","100"
"[{""page_index"":0,""viewing_time"":1534}]","1534","instructions","49","368515","0.0-49.0",""
"[{""page_index"":0,""viewing_time"":40417}]","40417","instructions","50","409186","0.0-50.0",""
"","3325","html-slider-response","51","412766","0.0-51.0","100"
"[{""page_index"":0,""viewing_time"":9493}]","9493","instructions","52","422513","0.0-52.0",""
"","3746","html-slider-response","53","426513","0.0-53.0","100"
"[{""page_index"":0,""viewing_time"":17760}]","17761","instructions","54","444529","0.0-54.0",""
"","13693","html-slider-response","55","458476","0.0-55.0","100"
"[{""page_index"":0,""viewing_time"":10790}]","10790","instructions","56","469520","0.0-56.0",""
"","3660","html-slider-response","57","473436","0.0-57.0","0"
"[{""page_index"":0,""viewing_time"":10701}]","10701","instructions","58","484391","0.0-58.0",""
"","2494","html-slider-response","59","487139","0.0-59.0","100"
"[{""page_index"":0,""viewing_time"":8788}]","8788","instructions","60","496183","0.0-60.0",""
"","7725","html-slider-response","61","504163","0.0-61.0","100"
"[{""page_index"":0,""viewing_time"":25317}]","25317","instructions","62","529734","0.0-62.0",""
"","8157","html-slider-response","63","538146","0.0-63.0","100"
"[{""page_index"":0,""viewing_time"":3133}]","3134","instructions","64","541534","0.0-64.0",""
"","3093","html-slider-response","65","544882","0.0-65.0","100"
"[{""page_index"":0,""viewing_time"":1636}]","1637","instructions","66","546774","0.0-66.0",""
"[{""page_index"":0,""viewing_time"":4130}]","4130","instructions","67","551157","0.0-67.0",""
"","3093","html-slider-response","68","554501","0.0-68.0","100"
"[{""page_index"":0,""viewing_time"":7793}]","7793","instructions","69","562549","0.0-69.0",""
"","9127","html-slider-response","70","571933","0.0-70.0","100"
"[{""page_index"":0,""viewing_time"":1202}]","1202","instructions","71","573389","0.0-71.0",""
"","19837","html-slider-response","72","593480","0.0-72.0","100"
"[{""page_index"":0,""viewing_time"":3046}]","3046","instructions","73","596780","0.0-73.0",""
"","4793","html-slider-response","74","601828","0.0-74.0","0"
"[{""page_index"":0,""viewing_time"":8577}]","8578","instructions","75","610660","0.0-75.0",""
"","3889","html-slider-response","76","614804","0.0-76.0","100"
"[{""page_index"":0,""viewing_time"":6267}]","6267","instructions","77","621323","0.0-77.0",""
"","3197","html-slider-response","78","624775","0.0-78.0","0"
"[{""page_index"":0,""viewing_time"":4764}]","4764","instructions","79","629795","0.0-79.0",""
"","3102","html-slider-response","80","633151","0.0-80.0","100"
"[{""page_index"":0,""viewing_time"":1197}]","1197","instructions","81","634603","0.0-81.0",""
"","2989","html-slider-response","82","637847","0.0-82.0","100"
"[{""page_index"":0,""viewing_time"":2991}]","2991","instructions","83","641091","0.0-83.0",""
"[{""page_index"":0,""viewing_time"":3881}]","3882","instructions","84","645227","0.0-84.0",""
"[{""page_index"":0,""viewing_time"":7905}]","7905","instructions","85","653386","0.0-85.0",""
"","4933","html-slider-response","86","658574","0.0-86.0","100"
"[{""page_index"":0,""viewing_time"":20821}]","20821","instructions","87","679649","0.0-87.0",""
"","7337","html-slider-response","88","687241","0.0-88.0","100"
"[{""page_index"":0,""viewing_time"":5370}]","5370","instructions","89","692865","0.0-89.0",""
"","3978","html-slider-response","90","697097","0.0-90.0","100"
"[{""page_index"":0,""viewing_time"":8289}]","8289","instructions","91","705641","0.0-91.0",""
"","2840","html-slider-response","92","708737","0.0-92.0","100"
"[{""page_index"":0,""viewing_time"":9345}]","9345","instructions","93","718336","0.0-93.0",""
"","3374","html-slider-response","94","721964","0.0-94.0","0"
"[{""page_index"":0,""viewing_time"":2117}]","2117","instructions","95","724336","0.0-95.0",""
"","4177","html-slider-response","96","728768","0.0-96.0","0"
"[{""page_index"":0,""viewing_time"":1497}]","1497","instructions","97","730520","0.0-97.0",""
"[{""page_index"":0,""viewing_time"":1945}]","1945","instructions","98","732720","0.0-98.0",""
"[{""page_index"":0,""viewing_time"":8866}]","8866","instructions","99","741840","0.0-99.0",""
"","3429","html-slider-response","100","745524","0.0-100.0","0"
"[{""page_index"":0,""viewing_time"":7430}]","7430","instructions","101","753207","0.0-101.0",""
"","2974","html-slider-response","102","756435","0.0-102.0","100"
"[{""page_index"":0,""viewing_time"":3581}]","3581","instructions","103","760271","0.0-103.0",""
"","4266","html-slider-response","104","764791","0.0-104.0","0"
"[{""page_index"":0,""viewing_time"":2257}]","2257","instructions","105","767303","0.0-105.0",""
"","7018","html-slider-response","106","774575","0.0-106.0","100"
"[{""page_index"":0,""viewing_time"":12137}]","12137","instructions","107","786966","0.0-107.0",""
"","3329","html-slider-response","108","790550","0.0-108.0","100"
"[{""page_index"":0,""viewing_time"":4617}]","4617","instructions","109","795422","0.0-109.0",""
"[{""page_index"":0,""viewing_time"":6801}]","6801","instructions","110","802478","0.0-110.0",""
"","3077","html-slider-response","111","805810","0.0-111.0","0"
"[{""page_index"":0,""viewing_time"":6133}]","6134","instructions","112","812198","0.0-112.0",""
"","3042","html-slider-response","113","815493","0.0-113.0","0"
"[{""page_index"":0,""viewing_time"":1377}]","1377","instructions","114","817125","0.0-114.0",""
"[{""page_index"":0,""viewing_time"":5242}]","5242","instructions","115","822621","0.0-115.0",""
"","2910","html-slider-response","116","825785","0.0-116.0","100"
"[{""page_index"":0,""viewing_time"":9117}]","9117","instructions","117","835157","0.0-117.0",""
"","6089","html-slider-response","118","841501","0.0-118.0","100"
"[{""page_index"":0,""viewing_time"":6673}]","6674","instructions","119","848429","0.0-119.0",""
"","10709","html-slider-response","120","859392","0.0-120.0","100"
"[{""page_index"":0,""viewing_time"":9518}]","9518","instructions","121","869164","0.0-121.0",""
"","3113","html-slider-response","122","872528","0.0-122.0","0"
"[{""page_index"":0,""viewing_time"":6902}]","6902","instructions","123","879684","0.0-123.0",""
"","2833","html-slider-response","124","882772","0.0-124.0","100"
"[{""page_index"":0,""viewing_time"":7419}]","7419","instructions","125","890443","0.0-125.0",""
"","3388","html-slider-response","126","894087","0.0-126.0","0"
"[{""page_index"":0,""viewing_time"":15221}]","15221","instructions","127","909563","0.0-127.0",""
"","2837","html-slider-response","128","912655","0.0-128.0","0"
"[{""page_index"":0,""viewing_time"":3053}]","3053","instructions","129","915963","0.0-129.0",""
"","2576","html-slider-response","130","918795","0.0-130.0","0"
"[{""page_index"":0,""viewing_time"":1690}]","1690","instructions","131","920738","0.0-131.0",""
"[{""page_index"":0,""viewing_time"":3577}]","3577","instructions","132","924570","0.0-132.0",""
"","2573","html-slider-response","133","927398","0.0-133.0","0"
"[{""page_index"":0,""viewing_time"":8743}]","8743","instructions","134","936394","0.0-134.0",""
"","2658","html-slider-response","135","939306","0.0-135.0","100"
"[{""page_index"":0,""viewing_time"":6653}]","6653","instructions","136","946212","0.0-136.0",""
"","3003","html-slider-response","137","949470","0.0-137.0","100"
"[{""page_index"":0,""viewing_time"":7303}]","7303","instructions","138","957026","0.0-138.0",""
"","3461","html-slider-response","139","960741","0.0-139.0","100"
"[{""page_index"":0,""viewing_time"":6015}]","6015","instructions","140","967009","0.0-140.0",""
"","3170","html-slider-response","141","970433","0.0-141.0","0"
"[{""page_index"":0,""viewing_time"":4674}]","4674","instructions","142","975361","0.0-142.0",""
"","2809","html-slider-response","143","978425","0.0-143.0","100"
"[{""page_index"":0,""viewing_time"":3690}]","3690","instructions","144","982369","0.0-144.0",""
"","4404","html-slider-response","145","987029","0.0-145.0","100"
"[{""page_index"":0,""viewing_time"":3230}]","3230","instructions","146","990512","0.0-146.0",""
"","3037","html-slider-response","147","993804","0.0-147.0","100"
"[{""page_index"":0,""viewing_time"":2893}]","2893","instructions","148","996952","0.0-148.0",""
"[{""page_index"":0,""viewing_time"":4993}]","4993","instructions","149","1002200","0.0-149.0",""
"[{""page_index"":0,""viewing_time"":5218}]","5218","instructions","150","1007672","0.0-150.0",""
"","2813","html-slider-response","151","1010740","0.0-151.0","0"
"[{""page_index"":0,""viewing_time"":6412}]","6412","instructions","152","1017408","0.0-152.0",""
"","3725","html-slider-response","153","1021388","0.0-153.0","100"
"[{""page_index"":0,""viewing_time"":13612}]","13612","instructions","154","1035255","0.0-154.0",""
"","4429","html-slider-response","155","1039939","0.0-155.0","100"
"[{""page_index"":0,""viewing_time"":2713}]","2713","instructions","156","1042904","0.0-156.0",""
"","2969","html-slider-response","157","1046127","0.0-157.0","100"
"[{""page_index"":0,""viewing_time"":5843}]","5843","instructions","158","1052223","0.0-158.0",""
"","2913","html-slider-response","159","1055391","0.0-159.0","0"
"[{""page_index"":0,""viewing_time"":1156}]","1156","instructions","160","1056799","0.0-160.0",""
"","6116","html-slider-response","161","1063170","0.0-161.0","100"
"[{""page_index"":0,""viewing_time"":1069}]","1069","instructions","162","1064494","0.0-162.0",""
"[{""page_index"":0,""viewing_time"":3634}]","3634","instructions","163","1068382","0.0-163.0",""
"[{""page_index"":0,""viewing_time"":6529}]","6529","instructions","164","1075166","0.0-164.0",""
"","4929","html-slider-response","165","1080350","0.0-165.0","0"
"[{""page_index"":0,""viewing_time"":10625}]","10625","instructions","166","1091229","0.0-166.0",""
"","3820","html-slider-response","167","1095305","0.0-167.0","100"
"[{""page_index"":0,""viewing_time"":7021}]","7021","instructions","168","1102581","0.0-168.0",""
"","8075","html-slider-response","169","1110909","0.0-169.0","100"
"[{""page_index"":0,""viewing_time"":13506}]","13506","instructions","170","1124668","0.0-170.0",""
"","7960","html-slider-response","171","1132884","0.0-171.0","100"
"[{""page_index"":0,""viewing_time"":1277}]","1277","instructions","172","1134412","0.0-172.0",""
"","2737","html-slider-response","173","1137404","0.0-173.0","100"
"[{""page_index"":0,""viewing_time"":5317}]","5317","instructions","174","1142972","0.0-174.0",""
"","2574","html-slider-response","175","1145800","0.0-175.0","100"
"[{""page_index"":0,""viewing_time"":2280}]","2280","instructions","176","1148332","0.0-176.0",""
"","4017","html-slider-response","177","1152604","0.0-177.0","100"
"[{""page_index"":0,""viewing_time"":853}]","854","instructions","178","1153708","0.0-178.0",""
"","3788","html-slider-response","179","1157752","0.0-179.0","0"
"[{""page_index"":0,""viewing_time"":3390}]","3390","instructions","180","1161395","0.0-180.0",""
"[{""page_index"":0,""viewing_time"":8625}]","8625","instructions","181","1170275","0.0-181.0",""
"","2701","html-slider-response","182","1173231","0.0-182.0","0"
"[{""page_index"":0,""viewing_time"":5631}]","5631","instructions","183","1179115","0.0-183.0",""
"","3156","html-slider-response","184","1182527","0.0-184.0","100"
"[{""page_index"":0,""viewing_time"":9598}]","9598","instructions","185","1192378","0.0-185.0",""
"","4312","html-slider-response","186","1196946","0.0-186.0","100"
"[{""page_index"":0,""viewing_time"":6273}]","6273","instructions","187","1203474","0.0-187.0",""
"","4098","html-slider-response","188","1207826","0.0-188.0","0"
"[{""page_index"":0,""viewing_time"":8665}]","8665","instructions","189","1216746","0.0-189.0",""
"","2704","html-slider-response","190","1219706","0.0-190.0","0"
"[{""page_index"":0,""viewing_time"":17802}]","17802","instructions","191","1237761","0.0-191.0",""
"","2613","html-slider-response","192","1240629","0.0-192.0","100"
"[{""page_index"":0,""viewing_time"":8877}]","8877","instructions","193","1249761","0.0-193.0",""
"","3404","html-slider-response","194","1253421","0.0-194.0","0"
"[{""page_index"":0,""viewing_time"":2516}]","2516","instructions","195","1256192","0.0-195.0",""
"","2797","html-slider-response","196","1259245","0.0-196.0","0"
"[{""page_index"":0,""viewing_time"":1333}]","1333","instructions","197","1260833","0.0-197.0",""
"[{""page_index"":0,""viewing_time"":6033}]","6033","instructions","198","1267120","0.0-198.0",""
"","3049","html-slider-response","199","1270424","0.0-199.0","100"
"[{""page_index"":0,""viewing_time"":7066}]","7066","instructions","200","1277744","0.0-200.0",""
"","3098","html-slider-response","201","1281096","0.0-201.0","0"
"[{""page_index"":0,""viewing_time"":6321}]","6321","instructions","202","1287672","0.0-202.0",""
"","8228","html-slider-response","203","1296155","0.0-203.0","0"
"[{""page_index"":0,""viewing_time"":4622}]","4622","instructions","204","1301031","0.0-204.0",""
"[{""page_index"":0,""viewing_time"":15180}]","15181","instructions","205","1316463","0.0-205.0",""
"","2829","html-slider-response","206","1319547","0.0-206.0","100"
"[{""page_index"":0,""viewing_time"":8909}]","8909","instructions","207","1328710","0.0-207.0",""
"","5384","html-slider-response","208","1334350","0.0-208.0","100"
"[{""page_index"":0,""viewing_time"":2994}]","2994","instructions","209","1337598","0.0-209.0",""
"","4893","html-slider-response","210","1342746","0.0-210.0","100"
"[{""page_index"":0,""viewing_time"":2421}]","2421","instructions","211","1345422","0.0-211.0",""
"","3252","html-slider-response","212","1348930","0.0-212.0","0"
"[{""page_index"":0,""viewing_time"":830}]","830","instructions","213","1350014","0.0-213.0",""
"[{""page_index"":0,""viewing_time"":4489}]","4489","instructions","214","1354758","0.0-214.0",""
"","2524","html-slider-response","215","1357538","0.0-215.0","100"
"[{""page_index"":0,""viewing_time"":7238}]","7238","instructions","216","1365029","0.0-216.0",""
"","3425","html-slider-response","217","1368709","0.0-217.0","100"
"[{""page_index"":0,""viewing_time"":7514}]","7514","instructions","218","1376477","0.0-218.0",""
"","3434","html-slider-response","219","1380165","0.0-219.0","100"
"[{""page_index"":0,""viewing_time"":14360}]","14360","instructions","220","1394781","0.0-220.0",""
"[{""page_index"":0,""viewing_time"":5787}]","5787","instructions","221","1400820","0.0-221.0",""
"[{""page_index"":0,""viewing_time"":7312}]","7312","instructions","222","1408388","0.0-222.0",""
"","2577","html-slider-response","223","1411220","0.0-223.0","100"
"[{""page_index"":0,""viewing_time"":7601}]","7601","instructions","224","1419076","0.0-224.0",""
"","3133","html-slider-response","225","1422464","0.0-225.0","100"
"[{""page_index"":0,""viewing_time"":6205}]","6205","instructions","226","1428923","0.0-226.0",""
"","3233","html-slider-response","227","1432412","0.0-227.0","0"
"[{""page_index"":0,""viewing_time"":5841}]","5841","instructions","228","1438507","0.0-228.0",""
"[{""page_index"":0,""viewing_time"":6665}]","6665","instructions","229","1445427","0.0-229.0",""
"","2740","html-slider-response","230","1448423","0.0-230.0","0"
"[{""page_index"":0,""viewing_time"":9870}]","9870","instructions","231","1458547","0.0-231.0",""
"","5745","html-slider-response","232","1464547","0.0-232.0","0"
"[{""page_index"":0,""viewing_time"":8057}]","8057","instructions","233","1472858","0.0-233.0",""
"[{""page_index"":0,""viewing_time"":13233}]","13233","instructions","234","1486346","0.0-234.0",""
"","3549","html-slider-response","235","1490150","0.0-235.0","100"
"[{""page_index"":0,""viewing_time"":7358}]","7358","instructions","236","1497761","0.0-236.0",""
"","2523","html-slider-response","237","1500538","0.0-237.0","0"
"[{""page_index"":0,""viewing_time"":3482}]","3482","instructions","238","1504273","0.0-238.0",""
"","4177","html-slider-response","239","1508705","0.0-239.0","100"
"[{""page_index"":0,""viewing_time"":18684}]","18684","instructions","240","1527641","0.0-240.0",""
"","2701","html-slider-response","241","1530597","0.0-241.0","100"
"[{""page_index"":0,""viewing_time"":2908}]","2909","instructions","242","1533761","0.0-242.0",""
"[{""page_index"":0,""viewing_time"":2169}]","2169","instructions","243","1536184","0.0-243.0",""
